사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-12-01,5호선,391,발산,3,0,"2,562","2,095","7,895","12,045","24,746","31,767","27,309","102,548","16,265","55,585","17,550","29,651","20,437","24,840","23,145","25,512","25,211","28,386","30,159","26,293","34,978","26,393","41,758","27,830","58,222","33,155","80,406","46,614","34,729","31,519","29,548","15,871","34,465","14,193","18,986","10,558","5,124","4,887",39,707,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,392,우장산,0,0,"5,880",748,"18,931","3,856","52,167","14,228","56,296","20,991","27,677","12,903","21,672","12,218","20,911","12,739","22,263","14,219","20,865","17,659","19,060","18,471","21,461","22,186","22,851","25,610","21,561","32,157","18,090","50,780","10,411","41,058","7,869","24,001","6,874","23,357","5,041","19,458","1,148","9,281",10,942,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,393,화곡,152,2,"20,320","1,371","37,500","10,089","109,305","13,764","144,516","28,208","68,301","21,667","41,407","16,587","36,702","19,427","37,569","22,610","36,330","25,312","32,174","30,082","31,683","36,594","35,762","48,718","37,286","64,587","34,561","117,711","19,997","86,141","14,704","52,228","13,568","54,109","8,576","38,855","2,619","21,371",7,"2,001",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,394,까치산,187,0,"22,240","1,438","40,830","8,636","118,221","10,345","154,425","20,075","74,811","18,028","42,390","18,077","37,311","20,425","39,363","24,968","37,609","27,301","32,716","31,572","31,151","42,930","32,704","52,115","32,199","68,942","30,405","122,951","17,447","95,683","13,704","58,806","13,013","62,203","8,899","43,697","3,246","23,745",10,"1,489",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,395,신정(은행정),66,1,"11,236",780,"21,322","3,423","62,266","6,615","79,440","13,946","36,153","8,889","18,921","7,030","15,623","7,541","15,952","9,055","15,871","10,314","12,988","12,090","11,917","16,974","13,609","19,994","15,840","28,888","15,714","46,109","7,427","36,400","5,223","21,731","4,751","23,173","3,276","18,818",952,"9,620",1,143,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,396,목동,4,0,"6,985",921,"18,442","5,335","54,909","11,714","70,381","27,928","31,711","21,443","22,176","15,467","21,072","14,670","21,785","16,579","20,909","20,877","20,465","20,993","21,615","24,280","22,909","30,713","26,214","42,581","28,594","76,822","15,145","51,796","13,518","29,132","12,535","30,582","9,263","22,106","2,607","10,991",0,190,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,397,오목교(목동운동장앞),1,0,"3,960","1,611","12,870","7,785","44,589","23,858","55,482","70,092","26,744","53,006","20,727","29,641","21,688","29,018","25,496","30,339","27,256","32,750","28,987","32,530","32,641","32,084","38,936","39,856","48,890","51,804","68,135","74,663","36,084","45,877","39,187","23,072","31,726","26,277","20,709","17,206","4,551","9,121",2,73,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,398,양평,2,0,"1,836",653,"5,682","2,554","22,304","8,524","28,364","40,300","11,017","14,335","6,941","6,020","6,656","5,139","7,578","6,135","7,833","6,134","7,473","6,265","7,644","6,888","9,122","8,428","15,970","12,297","32,205","22,188","8,948","15,201","5,500","8,670","5,099","10,681","3,148","7,345","1,063","4,212",0,28,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,399,영등포구청,1,0,923,598,"1,921","2,096","6,406","5,484","9,680","21,955","4,709","9,096","3,410","4,371","3,742","3,807","4,091","3,783","4,523","4,111","4,555","4,198","5,145","4,693","6,025","4,691","9,069","6,004","17,653","9,891","5,564","5,276","3,705","3,178","3,618","3,664","2,336","2,790",714,"1,434",0,4,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,400,영등포시장,5,0,"2,487",911,"5,669","4,672","19,542","12,461","30,318","38,703","13,399","22,222","9,190","14,794","10,175","13,590","12,161","13,966","12,812","17,402","13,336","15,152","16,297","13,997","19,870","13,987","26,770","17,685","37,135","28,485","14,240","17,037","10,423","10,661","10,166","12,180","5,782","8,768","1,805","4,368",0,16,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,401,신길,65,0,"1,549",494,"3,398","1,993","12,868","4,529","21,641","15,322","7,812","6,014","3,847","2,784","3,789","2,967","4,206","3,257","4,129","3,650","3,573","3,758","3,817","3,965","5,265","5,213","7,530","9,483","12,448","16,777","3,950","10,612","2,693","7,050","3,248","9,901","2,089","6,374",837,"3,363",0,53,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,402,여의도,2,0,"1,676","2,721","3,789","22,901","8,677","132,175","12,850","218,434","10,464","82,138","11,639","30,596","18,426","27,093","18,439","26,415","22,492","28,334","28,084","23,936","36,097","22,951","49,866","22,795","132,318","28,318","169,518","35,004","62,070","15,305","53,247","7,802","50,960","8,129","21,497","5,195","5,264","2,786",2,"1,844",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,403,여의나루,3,0,980,"1,193","2,213","8,394","4,161","31,957","7,806","60,432","4,514","23,278","4,128","13,096","4,936","11,238","6,367","11,466","7,014","12,533","9,092","12,755","12,590","12,068","17,613","12,487","35,085","12,492","47,481","13,693","18,548","7,434","20,406","4,227","14,764","4,126","7,242","2,814","1,552","1,419",0,192,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,404,마포,18,0,"2,187","1,281","6,988","11,149","22,664","21,462","32,755","69,437","17,161","36,509","12,443","16,364","13,343","16,387","14,946","13,890","16,628","15,396","16,694","14,387","18,201","14,649","22,493","18,719","37,059","27,975","57,991","41,209","22,000","23,074","18,903","12,208","23,549","13,142","11,231","8,954","4,228","4,799",6,346,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,405,공덕,6,0,"1,481",971,"5,121","6,341","19,276","28,020","28,786","76,970","13,511","40,391","10,362","16,173","12,796","14,427","15,122","13,597","16,125","14,081","16,143","13,407","17,224","14,077","21,764","16,616","37,942","25,905","62,731","41,793","22,909","20,061","18,125","11,118","21,925","12,741","11,093","8,116","3,529","4,021",17,374,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,406,애오개,17,0,"2,395",589,"4,463","3,696","15,901","8,530","23,250","27,821","10,933","12,742","7,915","6,540","7,947","5,627","8,412","6,555","8,701","7,311","8,378","7,659","9,662","8,736","10,948","8,894","14,368","12,660","21,782","19,810","6,905","12,365","5,191","7,552","4,847","8,869","2,790","6,121",944,"3,159",1,"1,540",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,407,충정로(경기대입구),20,3,825,258,"2,011","1,586","6,060","9,102","9,208","33,402","4,770","15,410","3,728","4,749","4,406","3,719","4,595","3,670","5,054","4,467","5,461","3,789","5,676","3,812","6,455","4,237","13,339","5,860","28,380","8,865","7,430","5,850","5,083","4,073","5,349","4,601","2,786","3,306",804,"1,812",9,182,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,408,서대문,4,0,"2,287",941,"5,177","12,711","16,022","57,790","22,321","154,996","16,029","45,195","15,284","20,251","18,152","16,861","18,612","15,409","18,005","20,389","21,169","16,000","26,969","14,258","31,673","14,188","59,574","17,687","110,022","23,327","28,135","13,553","21,917","8,391","21,377","10,313","11,621","6,431","3,175","3,604",7,374,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,409,광화문(세종문화회관),5,0,"1,016",779,"2,958","21,980","8,198","67,303","13,467","239,081","11,212","107,596","13,490","41,636","20,426","39,208","23,736","35,724","29,791","39,275","34,972","33,407","44,100","28,462","58,059","29,674","95,330","39,285","192,546","43,869","67,785","18,817","56,480","7,901","66,101","7,287","31,023","4,090","7,361","2,172",4,155,1,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,410,종로3가,69,0,850,605,"1,596","4,895","2,685","12,969","4,251","37,624","4,051","30,355","5,203","24,754","10,111","26,065","13,337","27,261","15,989","27,198","19,746","25,402","24,824","22,280","29,842","22,251","39,842","23,724","51,011","26,019","28,960","12,611","31,217","5,198","34,822","4,539","16,265","3,034","6,141","1,705",5,246,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,411,을지로4가,0,0,347,473,641,"5,777","1,168","15,111","2,224","42,919","2,288","20,008","3,066","10,884","4,670","9,541","6,025","8,459","7,069","8,671","8,514","7,608","10,488","6,584","12,188","5,468","23,774","4,905","35,483","4,766","14,615","2,290","8,615","1,143","7,718","1,359","4,110",805,"1,335",475,0,45,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,412,동대문역사문화공원(DDP),0,0,133,309,489,"2,792","1,186","8,989","1,891","30,368","1,323","11,083","1,503","3,660","1,812","2,846","1,998","2,888","2,090","2,954","2,807","2,850","3,328","2,632","4,667","2,648","11,645","2,681","20,707","2,880","7,042","1,851","3,950","1,216","3,630","1,370","1,989",902,810,585,0,49,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,413,청구,1,0,"1,578",164,"2,492","1,517","6,307","3,511","10,457","14,717","6,246","7,164","5,013","4,488","4,843","3,509","4,722","4,023","5,225","4,272","5,492","4,568","5,456","4,606","6,434","5,446","8,129","6,930","13,867","9,874","7,183","6,720","4,499","4,363","4,092","5,093","2,612","4,035",933,"2,110",3,127,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,414,신금호,14,0,"2,822",384,"6,361","2,743","19,505","6,964","27,890","15,482","14,210","7,108","9,070","5,787","8,190","5,819","8,578","6,595","8,714","7,454","8,120","8,152","8,568","9,679","10,559","11,560","10,630","15,543","10,220","24,702","6,566","16,703","4,408","9,911","3,838","11,090","2,544","7,785",852,"4,055",7,318,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,415,행당,25,0,"3,911",736,"10,273","2,535","28,887","4,475","42,031","9,628","19,021","6,270","12,126","5,041","10,534","5,881","10,919","7,360","10,504","8,113","9,065","8,727","9,646","10,553","9,657","13,495","10,612","18,656","10,064","30,037","5,777","20,260","4,271","11,863","4,111","14,377","2,935","9,604",791,"4,600",1,289,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,416,왕십리(성동구청),8,0,"1,809",503,"2,388","2,723","5,476","5,751","9,082","19,206","5,000","9,129","4,547","6,566","5,100","6,933","6,081","7,389","6,022","8,258","6,646","8,526","7,676","8,194","9,115","9,413","11,217","11,607","14,719","15,561","8,620","8,352","7,709","4,964","8,926","5,389","5,166","3,359","2,148","2,241",2,"1,802",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,417,마장,3,0,"2,205",533,"5,536","3,080","14,976","6,508","20,082","16,381","10,640","7,832","7,625","6,247","7,501","6,245","8,090","6,954","7,874","6,809","7,545","6,478","8,439","7,624","9,072","8,199","10,356","11,622","12,324","15,954","6,937","10,866","4,893","7,021","4,994","7,243","2,884","5,691",955,"3,110",1,132,0,0,1,0,0,0,2022-01-03 10:00
2021-12-01,5호선,418,답십리,24,1,"8,709","1,146","16,895","6,510","53,184","13,258","76,947","36,584","33,786","17,408","19,690","12,904","17,761","12,807","20,083","15,559","18,787","16,223","17,745","16,348","18,480","19,025","21,431","23,316","28,034","33,488","32,153","55,188","15,876","38,461","10,566","22,203","9,780","24,428","6,575","17,881","2,076","9,253",0,410,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,419,장한평,8,0,"6,579","1,048","16,111","10,098","50,345","20,982","71,318","68,014","35,306","31,575","20,580","17,969","18,523","18,157","20,913","17,665","20,685","17,964","20,344","18,148","22,124","20,413","28,902","25,992","41,270","36,464","56,257","62,337","23,827","42,611","14,625","24,314","13,089","26,866","7,538","18,300","2,599","9,151",4,597,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,420,군자(능동),18,2,"6,506",831,"11,210","4,819","32,048","7,250","46,480","25,816","21,104","16,238","12,751","10,753","11,975","10,289","13,467","12,450","13,725","13,376","12,920","14,240","13,545","16,961","15,505","20,696","20,054","30,983","24,750","51,816","13,767","32,752","12,140","18,951","13,641","20,627","7,833","15,832","3,161","9,663",2,"2,670",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,421,아차산(어린이대공원후문),12,0,"8,380","1,174","15,768","4,969","41,425","11,363","59,684","25,573","29,578","17,020","19,703","16,911","18,002","16,175","21,276","17,618","22,385","17,971","22,108","17,654","21,563","21,782","24,952","25,125","25,256","34,846","24,064","51,704","13,725","36,840","10,567","22,554","13,169","21,277","6,878","17,133","1,794","8,336",9,351,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,422,광나루(장신대),3,0,"4,811","1,670","14,155","7,156","37,625","14,384","44,368","29,820","24,691","18,143","17,699","15,725","16,426","14,117","18,248","15,356","19,186","14,730","19,394","15,547","20,040","16,472","23,053","20,832","24,757","26,181","28,316","39,098","14,463","25,776","9,519","16,773","10,888","19,192","7,524","13,658","2,130","6,533",13,227,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,423,천호(풍납토성),45,0,"6,033","1,639","10,018","11,624","26,901","17,849","34,544","35,981","20,639","34,097","19,001","25,688","21,865","24,867","25,746","26,673","26,975","28,446","28,962","29,713","33,966","32,547","39,839","35,024","48,232","42,363","50,824","54,348","34,616","37,764","33,913","19,308","28,019","20,730","14,939","15,164","5,088","7,882",32,812,0,0,0,1,0,0,2022-01-03 10:00
2021-12-01,5호선,424,강동,100,1,"9,998","1,352","18,879","10,755","52,202","26,694","69,239","48,724","34,807","25,850","23,389","18,251","22,519","15,799","23,807","17,662","22,886","20,545","22,907","20,520","24,537","23,959","28,292","25,289","42,202","35,041","43,785","52,632","19,464","41,302","14,307","25,089","12,290","27,173","7,627","21,615","2,285","11,859",23,"1,416",1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,425,길동,10,0,"4,315",576,"8,156","4,395","21,239","6,896","26,848","18,518","13,685","13,410","11,222","9,321","10,977","9,569","12,627","9,892","12,194","11,747","11,392","13,016","12,751","13,240","14,525","16,114","15,691","19,621","16,788","26,833","8,559","19,611","6,477","11,420","6,517","12,275","3,583","8,102","1,056","4,160",8,782,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,426,굽은다리(강동구민회관앞),1,0,"6,380",558,"13,142","2,782","33,872","6,064","38,975","14,843","19,523","10,446","14,718","7,858","13,595","9,014","14,371","9,994","13,474","10,768","12,858","12,420","12,619","14,978","13,616","16,995","14,894","22,090","15,241","35,663","8,206","26,473","6,835","15,766","7,084","17,130","4,266","13,029","1,051","6,214",22,971,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,427,명일,6,0,"4,506",781,"11,902","3,307","34,691","6,520","31,978","12,376","15,890","9,702","13,207","8,424","11,940","8,470","12,956","9,690","12,364","9,585","11,666","10,624","11,472","15,195","13,037","15,780","12,524","21,306","12,246","32,767","6,802","28,336","5,622","14,167","5,406","14,121","3,249","12,836",858,"5,635",14,819,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,428,고덕,22,0,"3,536","1,519","9,987","5,441","28,981","13,775","24,747","18,511","14,818","11,324","13,603","10,666","13,963","8,743","14,225","12,120","13,192","13,273","14,196","12,772","16,082","15,253","20,535","15,616","20,961","19,642","15,988","27,148","8,647","25,359","7,027","12,703","7,162","12,330","6,036","10,987","1,518","4,718",6,686,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,429,상일동,59,0,"8,475","1,088","28,327","5,717","85,079","10,736","56,404","18,745","31,359","9,890","21,833","8,190","18,543","8,954","19,535","12,954","18,482","13,907","16,571","14,377","17,461","17,236","20,587","25,373","20,581","33,340","17,985","51,707","9,528","54,401","7,341","25,562","5,381","25,614","3,408","22,435","1,051","11,663",7,"2,356",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,430,둔촌동,1,0,"3,245","1,106","8,538","10,225","23,134","10,334","27,480","19,302","14,060","11,405","10,341","9,093","10,370","8,674","11,336","9,836","10,916","10,650","11,259","11,111","12,947","12,612","18,014","16,872","20,670","20,048","20,118","26,918","9,774","20,296","7,802","10,720","7,574","10,861","3,942","8,748",998,"4,090",0,10,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,431,올림픽공원(한국체대),2,1,905,853,"4,690","3,655","10,616","6,401","10,836","10,114","7,172","5,537","6,354","4,915","5,881","4,074","6,446","5,222","6,248","6,752","6,408","5,305","8,342","6,018","10,417","7,595","10,084","8,602","8,510","10,186","4,562","7,718","3,835","4,243","4,404","4,395","3,502","3,551",549,"2,210",0,140,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,432,방이,1,0,"2,116",800,"7,018","3,723","17,839","8,188","17,251","23,956","10,042","12,976","7,905","8,450","7,741","6,748","9,188","8,118","9,131","10,351","8,638","9,356","10,042","10,153","11,565","13,650","14,836","17,695","19,680","21,078","9,488","15,789","8,474","8,209","10,427","7,780","8,128","5,971","1,071","3,241",1,444,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,433,오금,1,1,982,275,"2,796","2,890","7,910","9,082","7,771","20,621","4,613","6,779","4,112","3,510","4,135","3,257","5,316","3,548","4,610","3,643","5,102","3,907","5,824","3,836","7,985","4,622","9,998","5,493","14,043","7,632","4,464","5,756","3,449","3,439","3,047","3,947","1,935","3,112",647,"1,862",1,305,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,434,개롱,0,0,"3,057",987,"7,447","3,210","23,708","7,797","21,866","16,399","11,793","8,230","9,299","5,460","8,152","6,107","9,115","6,649","8,573","7,333","7,912","8,976","8,923","9,789","11,007","11,305","11,843","15,007","12,548","20,331","6,167","18,552","4,203","9,818","4,221","10,529","2,220","8,964",474,"3,850",3,696,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,435,거여,0,0,"5,055",486,"12,487","5,966","40,625","9,139","35,846","19,132","17,390","9,806","12,482","7,328","10,982","7,224","11,904","8,722","11,256","8,485","10,301","9,482","11,645","13,094","15,379","14,363","16,441","19,857","14,612","29,743","6,711","26,553","4,887","13,342","4,745","13,503","2,809","12,404",559,"5,361",6,863,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,436,마천,78,0,"5,761",169,"12,107","3,078","33,787","4,471","30,489","10,175","14,052","6,875","9,501","6,834","8,360","5,577","9,198","7,304","8,727","6,812","7,813","7,071","7,516","10,981","9,162","12,787","8,346","15,118","8,504","23,675","3,802","21,840","3,348","11,377","2,327","11,274","1,369","11,171",277,"5,082",2,893,0,1,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,437,강일,0,0,"1,811",398,"5,812","2,261","14,281","3,529","15,620","6,715","9,680","2,167","6,384","2,357","5,447","2,667","5,730","3,630","5,243","3,977","4,594","4,026","4,949","4,729","6,093","6,527","5,693","8,264","5,573","14,127","1,936","13,086","1,399","7,348","1,300","7,142",977,"6,051",289,"3,251",0,103,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,438,미사,58,0,"6,192",755,"22,307","8,728","65,973","11,702","59,322","21,723","28,968","18,032","19,699","11,839","18,442","13,918","20,457","14,744","18,476","16,466","17,493","19,155","21,022","19,402","23,586","24,423","27,058","36,686","25,592","58,553","14,196","57,798","13,696","30,590","15,721","27,360","9,487","22,997","3,496","10,501",4,"2,759",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,439,하남풍산,1,0,"1,423",144,"4,650","1,597","10,487","4,819","10,015","16,349","5,762","9,917","4,743","6,384","4,613","4,503","4,837","4,652","5,383","4,609","5,310","5,294","6,251","5,408","8,098","6,093","10,654","7,192","14,124","9,823","5,068","9,303","4,100","5,164","3,748","5,024","2,113","4,523",725,"1,955",6,615,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,440,하남시청(덕풍·신장),1,0,"3,453",177,"8,625","2,478","22,195","4,304","19,737","10,653","10,883","6,495","9,593","6,327","9,544","6,766","10,444","7,621","9,338","7,604","8,761","8,442","9,571","11,997","10,578","11,158","11,352","14,500","11,122","18,726","5,831","18,378","4,234","9,746","4,096","9,014","2,279","9,875",602,"3,797",3,"1,148",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,5호선,441,하남검단산,6,0,"2,702",17,"7,646","1,970","18,792","4,618","16,342","9,129","9,226","7,794","7,309","8,336","6,883","7,161","7,636","8,722","8,214","7,440","8,089","7,477","9,522","8,022","11,102","10,931","10,897","10,206","10,301","14,262","5,568","14,460","5,456","8,979","5,459","7,133","2,370","7,965",522,"3,380",0,983,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,442,응암,11,0,"10,527","1,051","23,913","4,997","68,166","9,119","88,738","18,338","42,443","11,549","26,085","12,599","23,441","13,687","24,271","16,288","23,716","17,755","20,950","20,206","20,183","25,405","22,060","30,915","21,335","43,396","20,819","74,381","12,175","58,295","9,730","35,912","8,251","34,035","5,775","26,304","1,630","14,236",1,874,0,0,0,0,0,0,2022-01-03 10:00
