사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-12-01,6호선,456,광흥창(서강),11,0,"2,369","1,318","6,281","4,423","17,193","14,590","24,407","37,005","15,153","16,551","11,256","10,554","10,994","8,570","12,099","9,050","11,256","9,762","11,449","9,732","12,474","10,733","14,230","11,569","20,609","15,124","30,632","22,157","12,325","16,220","8,464","9,815","8,244","10,757","5,001","7,823","1,707","3,893",0,140,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,457,대흥(서강대앞),18,0,"2,042",718,"4,530","3,184","13,837","10,899","19,966","29,131","11,905","16,676","8,981","9,955","9,044","8,806","11,166","10,451","11,236","10,980","10,729","10,260","11,610","11,169","14,240","12,637","19,587","14,990","22,344","21,990","11,236","13,559","8,605","8,602","9,434","9,698","7,216","6,957","2,285","4,240",2,162,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,458,공덕,105,0,"4,656","1,834","7,242","9,943","19,674","34,209","27,186","95,832","18,480","49,714","15,153","22,248","18,154","17,820","19,944","17,773","21,168","17,915","22,263","18,330","25,840","18,555","30,790","21,006","52,102","27,166","83,093","37,770","32,744","22,903","25,850","12,893","29,095","15,465","15,365","10,250","5,679","5,887",33,"1,946",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,459,효창공원앞,22,0,"2,252",470,"4,821","3,279","15,137","6,215","23,407","22,566","13,206","12,152","9,200","7,108","8,308","6,560","9,086","7,180","9,224","7,335","9,029","7,600","9,483","8,211","11,526","9,900","14,507","12,209","21,349","18,144","8,655","12,609","5,595","7,717","5,879","8,704","3,414","5,807","1,335","3,165",2,408,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,460,삼각지,4,0,"1,188",663,"2,913","4,077","6,640","12,442","11,487","22,830","7,302","9,960","5,604","6,966","7,198","6,220","8,175","6,681","8,937","6,627","9,198","5,953","10,643","6,501","12,535","6,738","19,553","9,165","23,065","12,783","9,742","7,821","7,763","5,612","8,621","7,012","5,120","5,402","1,931","2,871",1,236,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,461,녹사평(용산구청),10,0,948,362,"1,847","3,256","4,262","8,761","7,190","18,258","4,924","8,183","4,130","6,681","4,576","6,324","5,146","7,164","5,696","7,906","6,443","7,597","7,641","8,075","10,473","8,789","12,745","10,933","17,799","13,378","9,819","7,903","9,062","4,467","13,451","4,580","6,341","3,197","2,340","1,635",0,140,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,462,이태원,29,0,"3,111",949,"4,302","5,990","8,361","11,370","12,588","24,186","9,872","21,121","7,737","14,292","8,546","14,050","10,591","15,206","11,989","17,263","13,809","16,773","16,655","17,925","21,703","22,402","26,067","27,775","30,735","32,716","21,168","22,958","23,759","13,044","32,773","12,289","16,096","8,351","8,042","5,045",1,636,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,463,한강진,6,0,448,808,"1,105","6,666","2,758","17,960","4,530","35,756","3,672","28,254","3,000","15,709","4,156","17,250","5,592","17,446","6,972","24,520","8,955","17,793","13,687","17,052","19,006","18,155","38,451","20,413","37,497","24,990","23,437","11,048","21,280","3,314","26,503","3,268","24,477","2,156","3,171","1,322",9,972,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,464,버티고개,2,0,597,320,"1,541","1,028","4,106","2,349","6,453","4,809","3,693","3,071","2,617","2,298","2,429","2,032","2,557","2,281","2,574","2,492","2,419","2,706","3,040","2,841","3,347","3,238","4,379","4,310","5,099","6,224","2,536","4,422","1,695","2,736","1,668","3,206","1,041","2,433",362,"1,266",1,79,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,465,약수,1,0,"1,217",209,"1,733","2,002","4,498","5,353","6,958","17,027","4,862","8,220","4,242","4,719","4,241","4,291","4,661","4,301","5,046","4,851","5,370","4,609","5,612","5,233","6,598","5,290","8,830","6,533","12,568","8,305","5,881","4,980","4,737","2,912","5,285","3,213","2,897","2,399",990,"1,349",3,129,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,466,청구,1,0,"1,533",450,"2,474","2,028","6,553","5,849","9,619","23,250","5,664","10,879","4,408","5,107","4,262","3,808","4,050","3,887","4,514","4,440","4,625","3,998","5,017","4,736","6,396","5,124","7,417","6,153","12,948","7,295","8,038","5,049","4,635","3,386","3,998","3,639","2,444","2,946",871,"1,876",5,222,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,467,신당,175,4,"6,809",898,"4,837","5,666","6,511","14,349","10,354","38,669","9,736","22,129","8,333","13,753","10,352","11,161","10,837","10,090","10,610","12,507","11,623","9,754","14,917","8,272","15,950","10,324","25,191","12,797","27,129","19,517","14,388","17,369","13,689","8,404","14,670","7,320","16,057","6,677","3,131","8,337",3,788,1,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,468,동묘앞,200,2,"4,184",860,"3,987","4,249","8,194","7,959","12,597","23,521","10,266","18,346","9,280","13,121","11,959","13,343","14,269","13,138","14,243","14,080","16,212","14,729","19,404","13,834","20,729","12,782","21,928","13,183","20,676","15,429","10,807","11,521","7,329","7,603","6,444","8,283","3,821","7,046","1,620","6,405",13,"1,006",4,0,1,0,0,0,2022-01-03 10:00
2021-12-01,6호선,469,창신,10,0,"2,357",296,"4,505","1,614","12,944","6,490","16,550","5,897","8,476","3,185","5,645","2,223","4,158","2,385","4,206","2,751","4,282","3,127","3,646","3,053","3,952","3,848","5,981","4,478","4,845","6,090","4,199","9,459","2,387","7,354","2,301","4,354","1,776","4,935","1,065","4,002",340,"2,063",0,46,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,470,보문,7,0,"3,346",745,"6,817","3,521","18,753","8,118","28,672","18,876","14,895","9,319","9,140","6,541","8,779","6,080","9,587","6,327","10,042","7,044","9,384","6,834","9,892","8,177","12,131","9,477","13,937","13,733","16,717","21,340","7,469","16,397","5,619","10,586","5,614","11,989","4,132","9,596","1,901","5,761",0,117,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,471,안암(고대병원앞),2,0,"1,296","1,303","2,852","6,307","7,684","15,116","10,204","33,922","9,912","30,415","11,220","19,052","13,929","13,618","14,748","14,736","13,902","18,849","16,397","14,574","21,296","12,658","26,386","12,193","37,874","14,742","28,623","17,271","15,284","13,469","13,298","8,751","14,718","11,076","11,791","8,869","5,407","5,320",0,639,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,472,고려대(종암),26,0,"3,417",807,"6,913","3,868","20,357","9,714","24,433","22,684","13,520","11,599","8,861","7,004","8,791","7,174","10,337","7,595","10,106","8,718","10,002","8,193","11,602","9,106","15,040","10,643","19,013","13,938","17,681","21,698","8,619","17,597","6,051","10,577","6,407","12,808","5,038","9,902","2,005","5,627",3,123,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,473,월곡(동덕여대),13,0,"5,713",957,"11,615","3,404","36,780","6,403","44,182","24,397","22,449","15,168","15,375","11,221","14,281","10,813","15,168","12,320","15,375","13,278","14,380","14,016","15,052","16,776","16,455","20,390","19,097","25,255","24,504","39,221","11,892","30,764","8,060","17,024","7,256","18,770","4,449","13,061","1,886","7,284",0,146,0,0,1,0,0,0,2022-01-03 10:00
2021-12-01,6호선,474,상월곡(한국과학기술연구원),10,0,"4,540",550,"8,229","1,547","23,696","3,321","28,651","12,122","13,940","5,992","8,733","4,682","7,837","4,659","8,374","5,507","8,235","5,781","7,363","6,275","6,895","7,813","8,099","9,126","8,119","12,356","9,323","18,350","5,500","15,731","2,925","9,961","2,598","10,700","1,925","8,211","1,037","4,401",0,127,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,475,돌곶이,17,2,"5,524",799,"13,777","2,667","35,745","5,496","40,628","15,106","20,488","9,307","13,214","8,494","10,995","7,471","12,034","8,998","13,080","9,312","11,355","10,066","10,625","12,592","11,574","14,756","12,661","20,222","12,423","32,393","8,527","26,638","4,918","15,218","4,914","14,178","5,415","12,193","1,403","6,346",0,173,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,476,석계,911,15,"8,069","1,668","18,356","4,374","47,101","7,248","53,078","12,186","27,564","9,662","18,715","8,982","15,926","10,713","16,542","12,529","16,654","13,588","15,554","14,691","14,415","19,781","15,243","24,787","15,684","31,562","13,407","49,969","9,865","42,062","7,241","22,943","7,349","23,538","4,997","18,226","2,178","10,321",25,"1,003",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,477,태릉입구,28,0,"3,857",766,"6,629","2,712","17,819","3,674","21,174","7,285","10,482","6,198","7,520","4,740","7,278","5,482","7,810","5,951","7,873","6,826","7,297","7,054","7,240","8,348","8,023","10,473","8,610","13,459","7,971","22,105","5,169","18,837","4,116","9,346","4,154","11,012","2,848","8,219","1,090","5,591",4,986,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,478,화랑대(서울여대입구),6,0,"5,212",937,"19,965","2,515","58,614","6,806","55,181","12,512","24,891","7,629","16,478","6,569","13,623","6,921","14,325","8,087","14,000","8,891","12,683","8,827","12,577","11,733","14,664","13,493","14,923","21,869","12,361","35,953","6,275","31,846","4,122","17,843","3,684","17,600","2,768","13,953",930,"7,769",0,825,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,479,봉화산(서울의료원),41,0,"4,614","1,028","13,992","2,378","46,179","5,365","38,504","12,302","17,988","7,005","12,998","5,858","10,934","5,710","11,048","8,202","10,564","9,012","9,844","9,293","9,517","11,235","9,920","13,628","11,577","18,826","10,144","30,584","4,914","27,704","3,710","15,967","3,104","14,772","2,347","12,782",756,"6,113",2,740,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,6호선,480,신내,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,481,장암,2,0,"1,361",119,"6,206","1,040","14,721","1,183","10,442","1,536","3,649","1,506","1,958","1,468","1,620","1,517","1,779","1,521","1,965","1,308","2,123","1,181","2,541","1,075","2,945","1,183","3,184","1,486","2,502","3,097","1,365","2,797",899,"1,417",725,995,297,633,110,402,0,12,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,482,도봉산,32,0,"4,829",746,"17,231","4,916","51,335","6,591","41,241","11,764","19,810","12,209","11,789","13,021","10,285","11,161","11,525","11,770","10,868","11,820","10,935","11,562","11,355","12,593","12,153","15,293","11,128","20,008","9,739","34,755","4,700","38,802","2,970","22,418","2,530","20,208","1,874","17,483",494,"9,735",41,"1,427",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,483,수락산,43,2,"8,261",600,"19,344","4,821","50,175","7,981","46,449","16,767","28,190","13,826","18,605","14,390","16,781","13,570","17,668","14,769","18,453","13,982","18,182","14,474","18,303","17,542","17,962","21,447","17,696","26,312","17,979","39,771","10,219","41,344","7,094","23,492","6,285","21,283","3,548","17,091","1,176","9,172",12,"1,465",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,484,마들,2,0,"9,091","1,163","22,534","2,820","62,205","7,596","59,142","10,599","29,298","9,301","19,772","9,220","17,517","10,355","18,038","11,725","16,926","13,027","15,459","14,911","15,218","17,804","14,239","20,914","13,183","27,979","11,458","45,199","6,655","45,188","5,013","25,152","3,973","22,533","3,078","19,775","1,025","10,719",6,"1,111",1,1,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,485,노원,45,3,"6,415","1,890","13,210","6,020","36,272","13,612","37,866","43,046","26,367","40,240","25,182","30,787","28,634","28,925","30,942","31,074","31,516","35,595","33,974","36,844","37,482","37,691","40,793","39,573","41,487","44,913","45,473","57,984","28,104","45,535","28,925","21,031","24,526","19,325","16,038","15,072","4,483","9,059",57,"1,090",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,486,중계,23,1,"8,112","1,881","22,241","4,404","60,277","12,609","59,734","23,559","32,933","11,994","22,199","9,347","19,887","9,674","19,505","12,220","18,019","13,978","16,197","14,418","18,311","17,377","19,665","20,037","18,305","27,908","15,698","43,437","7,761","43,368","6,175","24,059","6,465","23,444","4,660","19,350","1,448","10,391",7,848,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,487,하계,13,0,"7,289","1,355","22,268","5,972","65,984","14,766","70,408","23,770","37,831","19,013","26,275","14,282","24,378","15,287","25,938","18,650","24,019","21,309","23,739","20,734","26,191","24,453","27,247","27,155","27,711","35,204","23,047","54,575","12,470","53,753","10,576","28,746","9,585","28,966","7,082","23,796","1,825","12,313",4,973,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,488,공릉(서울과학기술대),20,0,"5,789",878,"13,316","4,011","35,647","11,287","41,743","21,785","23,248","14,839","16,776","11,595","15,296","11,299","16,756","13,960","16,752","15,186","17,255","14,875","19,057","18,221","20,530","20,666","20,789","25,549","21,761","38,785","11,540","35,739","10,048","18,542","9,836","18,871","6,426","16,274","2,477","8,745",1,598,0,0,0,1,0,0,2022-01-03 10:00
2021-12-01,7호선,489,태릉입구,95,0,"6,211",987,"7,936","4,433","20,637","7,880","25,512","16,852","16,592","10,954","12,183","8,409","10,640","8,319","12,288","9,365","11,551","10,152","12,069","9,822","12,758","11,402","14,298","13,400","16,891","16,730","17,298","22,623","9,757","20,266","7,516","12,375","7,687","13,175","4,690","9,763","1,833","5,219",10,"2,601",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,490,먹골,8,0,"6,926",619,"12,705","2,665","34,318","5,094","44,560","14,230","25,360","8,536","15,137","8,440","13,211","9,368","14,663","10,568","14,664","11,431","13,112","12,086","12,542","15,098","13,542","18,386","14,417","25,161","14,785","37,157","9,012","32,404","6,356","18,488","5,985","18,534","3,700","13,768","1,526","7,341",5,759,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,491,중화,1,0,"8,228",911,"14,501","4,082","36,016","7,663","47,514","22,124","25,332","11,459","15,614","8,716","13,513","9,178","14,695","10,477","14,323","11,153","13,185","12,267","13,072","15,878","14,696","18,633","16,781","24,027","17,916","38,158","10,180","32,833","6,740","18,092","6,458","19,692","3,792","14,528","1,431","7,647",8,757,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,492,상봉(시외버스터미널),224,2,"9,279","1,403","18,614","6,871","51,440","11,930","73,937","29,008","36,115","18,823","20,244","14,359","19,329","15,344","21,164","16,974","21,256","18,988","20,575","19,476","21,360","22,148","25,374","26,491","28,844","36,448","31,279","59,179","19,941","51,866","16,228","27,514","16,271","27,212","9,431","20,273","3,820","11,178",28,"1,913",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,493,면목,28,0,"11,991",821,"21,626","5,995","56,090","8,702","73,668","25,986","40,140","17,094","23,182","14,838","20,218","13,894","21,330","16,909","21,098","18,141","19,239","18,299","20,401","23,514","22,485","29,202","21,382","37,476","20,723","55,792","15,635","48,489","9,335","27,281","7,844","28,074","4,928","21,025","1,727","11,093",9,"1,447",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,494,사가정,5,0,"10,181","1,290","21,669","6,550","52,636","10,711","70,439","24,808","39,544","15,929","23,754","14,562","20,928","14,846","22,722","16,723","21,565","17,586","19,659","18,755","19,416","25,220","21,159","30,079","23,919","38,276","23,333","61,668","15,439","51,534","11,297","28,097","10,897","28,016","6,495","20,137","2,702","10,025",13,"1,312",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,495,용마산(용마폭포공원),3,0,"4,164",594,"10,001","2,050","22,500","3,626","30,402","9,787","16,494","5,428","9,286","5,105","7,512","4,725","7,739","5,641","7,772","6,073","6,779","6,488","6,985","8,421","7,663","10,009","7,630","13,231","7,584","21,609","4,589","19,126","2,594","10,682","2,296","12,514","1,643","9,505",720,"4,337",1,449,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,496,중곡,1,0,"5,438",737,"12,243","4,102","29,878","13,190","47,444","29,178","27,048","12,427","15,365","8,646","14,360","8,777","14,457","9,998","13,635","10,637","12,757","11,210","13,380","14,333","18,683","16,761","18,806","22,197","20,732","33,437","10,532","27,227","7,029","16,281","6,450","17,643","4,219","12,635","1,219","6,560",8,169,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,497,군자(능동),39,1,"7,744",973,"13,554","6,132","32,543","8,339","58,469","30,113","37,623","17,865","19,788","11,435","16,625","10,770","17,769","11,386","17,970","12,494","17,346","13,633","17,556","16,879","20,440","19,713","26,486","26,951","33,516","41,967","18,718","32,960","15,520","19,016","17,048","19,634","10,004","14,636","4,001","7,793",15,432,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,498,어린이대공원(세종대),6,0,"3,040",779,"6,559","7,483","16,700","14,282","31,083","46,576","22,240","28,248","12,075","16,428","13,600","13,708","14,079","16,375","14,541","17,154","15,624","15,580","19,581","15,773","24,223","16,211","34,557","20,375","37,486","27,411","18,285","21,110","12,765","12,925","15,735","14,492","11,505","12,144","4,186","6,728",6,265,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,499,건대입구,27,0,"3,121",953,"4,061","7,077","11,048","17,092","18,595","35,508","14,488","26,060","11,884","20,333","15,475","18,340","14,869","20,862","16,179","22,812","19,110","21,635","24,817","21,531","27,803","22,138","37,003","26,596","33,190","36,414","22,998","22,633","26,685","11,694","25,131","12,442","14,846","7,971","5,694","4,025",6,"2,122",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,500,뚝섬유원지,8,0,"4,466",326,"7,965","3,489","19,347","5,477","29,589","13,358","19,089","8,589","9,973","6,304","8,384","6,553","8,950","7,490","9,023","8,411","8,604","9,636","9,794","11,345","11,217","12,671","12,177","17,276","12,650","25,041","7,701","17,827","6,609","11,787","6,126","13,119","4,398","9,149","1,647","4,136",5,400,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,501,청담,20,1,"2,117","3,334","6,007","24,563","9,648","55,560","13,154","141,058","11,059","102,016","10,924","36,530","13,237","22,076","15,824","20,461","18,360","22,162","22,405","19,603","31,677","17,223","38,246","17,996","65,439","20,067","104,048","20,160","51,594","13,040","31,023","7,918","32,527","8,236","18,573","4,937","4,233","2,792",6,"1,501",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,502,강남구청,9,1,"1,457","1,712","3,399","12,578","6,090","29,307","8,814","105,492","7,980","96,955","9,054","39,173","10,630","23,147","13,129","19,647","15,675","20,865","20,164","17,630","25,935","16,277","30,094","17,441","46,807","19,151","85,953","20,468","50,634","11,970","32,318","7,320","35,745","6,447","20,821","4,155","6,173","2,641",15,299,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,503,학동,1,0,"1,822","2,766","4,173","26,046","7,728","53,622","11,163","184,660","10,082","138,958","10,191","50,132","13,162","26,543","17,212","20,391","19,901","24,156","25,997","21,137","33,654","17,947","44,494","18,178","77,879","19,294","160,841","20,235","74,781","11,425","38,255","7,248","38,840","7,015","23,356","5,090","6,782","2,788",30,210,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,504,논현,40,0,"2,246","1,397","4,428","16,997","8,181","44,309","14,212","120,400","12,290","100,965","11,301","39,875","13,518","24,212","15,854","22,126","17,711","24,076","22,244","22,880","27,261","21,561","34,908","22,997","59,525","27,302","104,818","34,125","55,566","17,992","36,169","9,559","44,309","9,548","27,356","6,605","10,283","3,873",37,343,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,505,반포,4,0,727,582,"2,388","6,433","6,580","11,147","10,051","19,012","7,039","17,279","5,150","8,497","5,225","8,426","6,592","8,697","7,872","9,002","8,018","7,905","10,483","7,513","14,125","7,844","15,856","9,014","17,054","10,406","11,274","6,514","8,832","3,856","10,521","4,256","7,237","2,791","1,791","1,349",5,93,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,506,고속터미널,12,1,"1,113","2,241","2,594","22,738","9,322","34,879","15,869","49,118","18,990","34,219","18,832","24,318","21,829","21,500","21,747","19,835","23,133","23,950","24,692","21,292","32,728","17,469","38,142","16,809","52,775","18,396","46,662","21,000","28,685","13,050","29,305","7,616","27,334","8,522","18,001","3,911","4,217","2,079",10,212,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,507,내방,3,0,"1,983","1,545","6,630","10,685","16,050","22,173","26,419","81,070","18,122","45,201","13,405","19,557","14,095","15,481","15,634","15,052","17,468","16,327","18,259","15,639","20,123","15,949","25,120","16,993","39,887","21,715","67,218","28,682","24,262","19,190","17,845","11,161","18,656","11,848","11,008","8,363","2,753","4,084",4,"1,780",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,508,이수,16,1,"4,272",939,"8,322","7,946","24,230","14,263","41,032","41,386","26,163","27,152","17,670","18,698","17,645","17,831","19,952","18,205","21,744","20,053","21,807","20,363","23,272","22,866","26,861","26,844","31,728","34,973","42,169","53,372","23,807","32,865","23,107","17,282","28,184","17,620","16,985","11,906","6,375","6,671",24,609,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,509,남성,5,0,"5,332",637,"12,151","3,220","35,507","6,237","54,283","13,969","30,483","10,359","17,903","9,357","14,395","9,605","14,545","10,748","14,906","12,059","13,742","12,957","13,518","16,061","13,895","18,583","14,572","25,102","14,127","41,003","8,224","29,935","7,084","17,831","7,177","18,477","4,302","13,883","1,337","7,608",16,349,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,510,숭실대입구(살피재),11,0,"5,003",745,"11,344","4,151","34,318","8,108","48,756","19,341","28,151","16,427","17,168","14,475","15,857","13,309","16,307","14,296","17,030","15,743","16,714","16,073","16,933","17,846","20,036","21,493","22,787","27,915","18,823","44,899","11,319","33,508","10,107","19,210","10,504","21,125","7,826","16,514","2,827","8,468",11,689,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,511,상도,3,0,"4,621","1,145","10,395","4,292","30,534","7,534","43,100","17,272","24,604","13,220","14,940","10,398","13,202","9,492","14,468","10,362","14,414","11,779","13,379","11,857","13,720","14,528","16,544","16,589","18,262","22,966","17,053","37,088","9,288","27,226","7,643","16,415","7,421","18,105","5,985","13,560","2,343","6,923",17,610,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,512,장승배기,17,0,"5,965","1,133","9,971","3,611","24,321","7,446","39,156","18,880","23,126","11,062","14,224","9,922","12,517","10,286","12,541","10,467","13,473","11,375","13,027","12,287","12,531","14,607","13,900","16,445","14,701","20,291","15,631","31,547","8,267","23,293","6,753","13,823","6,521","14,400","4,390","10,712","1,527","5,530",17,518,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,513,신대방삼거리,19,0,"9,825",598,"18,058","5,400","49,592","12,538","79,166","28,976","43,059","18,729","22,742","13,764","20,088","13,403","21,734","14,371","20,271","16,379","19,440","17,942","19,217","21,091","21,267","26,281","23,912","35,333","28,656","62,221","14,171","46,526","11,778","27,424","10,210","28,744","7,040","20,854","2,479","11,742",16,799,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,514,보라매,40,0,"5,532","1,104","7,517","5,123","22,142","16,439","33,628","40,970","18,975","13,751","11,262","9,167","11,278","8,610","11,808","9,481","11,650","10,274","12,212","10,025","14,816","10,657","15,763","12,461","19,239","18,203","31,481","28,489","10,727","21,777","8,578","11,977","8,053","13,376","5,170","10,122","1,610","5,168",5,544,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,515,신풍,57,2,"9,599","1,048","15,321","4,819","39,402","11,205","52,297","19,606","28,856","11,621","15,809","9,332","13,403","9,807","15,223","10,846","14,653","11,909","13,131","12,137","13,680","15,097","15,332","19,231","17,506","27,425","17,641","41,577","9,981","29,379","6,977","17,800","5,976","19,979","3,783","15,278","1,390","7,026",20,"1,317",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,516,대림(구로구청),18,0,"11,130",881,"9,169","3,187","14,307","5,792","21,960","17,985","15,467","11,957","10,073","12,221","10,749","12,376","11,593","12,072","12,756","12,601","13,208","12,382","14,123","14,114","13,985","15,534","16,305","21,897","17,650","23,533","10,398","13,880","8,321","9,916","7,571","13,214","4,358","8,992","1,705","4,007",8,216,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,517,남구로,104,0,"15,913","1,880","15,423","7,047","29,936","32,200","33,982","103,357","21,886","48,838","13,422","18,746","12,665","13,565","14,537","12,767","14,546","14,113","14,224","13,090","16,842","15,874","20,593","20,723","42,605","30,092","75,909","30,743","32,273","20,986","17,793","13,971","13,535","18,553","7,253","13,067","2,441","5,846",10,294,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,518,가산디지털단지,544,3,"6,389","6,159","8,745","24,869","21,162","115,570","24,389","393,085","17,437","218,127","16,601","58,142","22,314","34,757","29,204","32,735","35,242","33,746","41,279","29,788","51,709","27,563","73,788","26,786","190,247","29,649","314,614","33,386","126,102","23,110","70,535","12,906","59,569","12,137","26,827","9,223","7,847","5,465",86,552,0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,519,철산,14,0,"9,950","3,916","25,415","9,459","76,786","15,052","85,052","32,479","43,634","25,614","27,449","20,693","25,033","19,003","27,047","21,559","25,977","24,913","24,794","25,533","26,189","29,686","29,614","36,387","34,599","54,482","33,809","87,604","19,315","68,090","19,087","34,079","20,033","35,218","11,863","26,271","3,932","13,158",81,"1,813",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,520,광명사거리,114,0,"20,389","5,060","30,505","11,778","81,265","16,234","94,100","26,581","47,742","21,616","29,163","20,822","26,962","24,058","30,066","26,199","30,367","30,235","28,534","31,639","29,500","35,175","34,569","41,670","37,073","54,562","31,943","84,249","20,232","65,121","15,647","34,715","13,000","33,470","7,365","25,439","2,584","12,480",35,"1,775",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,521,천왕,8,0,"7,042","1,050","16,445","5,107","48,958","7,862","60,535","14,936","30,573","7,630","15,937","6,534","13,006","7,848","13,865","10,173","13,268","10,850","12,370","11,628","11,795","14,386","14,003","17,929","13,713","26,147","12,744","46,769","6,870","36,795","4,689","20,075","4,112","19,557","2,761","14,057",814,"7,293",4,"1,051",0,0,0,0,0,0,2022-01-03 10:00
2021-12-01,7호선,522,온수(성공회대입구),102,0,"7,196",814,"15,012","3,278","47,602","9,494","58,940","15,613","24,081","8,926","12,623","6,344","11,651","6,479","11,855","8,036","10,967","8,694","9,983","9,028","10,192","11,086","13,009","13,778","12,803","22,163","11,906","41,595","5,579","31,732","4,382","17,441","3,655","17,152","2,633","12,520",860,"7,814",10,"3,554",0,0,0,0,0,0,2022-01-03 10:00
